,gene,rep1,rep2,rep3,consist_num,Final_Cluster
221,B_Gene450,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,DTW-K1-001-DPGP009,1,
222,B_Gene83,DTW-K1-001-DPGP016,DTW-K1-001-DPGP019,DTW-K1-001-DPGP002,1,
223,B_Gene244,DTW-K1-001-DPGP004,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,1,
224,B_Gene252,DTW-K1-001-DPGP006,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,1,
225,B_Gene212,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,DTW-K1-001-DPGP014,1,
226,A_Gene289,DTW-K1-001-DPGP012,DTW-K1-001-DPGP001,DTW-K1-001-DPGP016,1,
227,A_Gene191,DTW-K1-001-DPGP005,DTW-K1-001-DPGP002,DTW-K1-001-DPGP005,2,DTW-K1-001-DPGP005
228,B_Gene277,DTW-K1-001-DPGP010,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
229,B_Gene266,DTW-K1-001-DPGP019,DTW-K1-001-DPGP010,DTW-K1-001-DPGP001,1,
230,A_Gene420,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP019,2,DTW-K1-001-DPGP001
231,A_Gene336,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
232,B_Gene166,DTW-K1-001-DPGP009,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,1,
233,B_Gene31,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
234,B_Gene156,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
235,A_Gene27,DTW-K1-001-DPGP006,DTW-K1-001-DPGP019,DTW-K1-001-DPGP001,1,
236,A_Gene473,DTW-K1-001-DPGP006,DTW-K1-001-DPGP012,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
237,A_Gene166,DTW-K1-001-DPGP006,DTW-K1-001-DPGP013,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
238,A_Gene62,DTW-K1-001-DPGP014,DTW-K1-001-DPGP020,DTW-K1-001-DPGP008,1,
239,A_Gene461,DTW-K1-001-DPGP011,DTW-K1-001-DPGP006,DTW-K1-001-DPGP014,1,
240,B_Gene397,DTW-K1-001-DPGP003,DTW-K1-001-DPGP018,DTW-K1-001-DPGP001,1,
241,B_Gene417,DTW-K1-001-DPGP013,DTW-K1-001-DPGP017,DTW-K1-001-DPGP010,1,
242,B_Gene474,DTW-K1-001-DPGP018,DTW-K1-001-DPGP015,DTW-K1-001-DPGP006,1,
243,A_Gene241,DTW-K1-001-DPGP004,DTW-K1-001-DPGP019,DTW-K1-001-DPGP017,1,
244,B_Gene43,DTW-K1-001-DPGP017,DTW-K1-001-DPGP016,DTW-K1-001-DPGP004,1,
245,B_Gene161,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,DTW-K1-001-DPGP004,1,
246,A_Gene43,DTW-K1-001-DPGP018,DTW-K1-001-DPGP011,DTW-K1-001-DPGP003,1,
247,A_Gene458,DTW-K1-001-DPGP001,DTW-K1-001-DPGP010,DTW-K1-001-DPGP003,1,
248,B_Gene327,DTW-K1-001-DPGP006,DTW-K1-001-DPGP014,DTW-K1-001-DPGP016,1,
249,A_Gene185,DTW-K1-001-DPGP016,DTW-K1-001-DPGP018,DTW-K1-001-DPGP018,2,DTW-K1-001-DPGP018
250,B_Gene34,DTW-K1-001-DPGP018,DTW-K1-001-DPGP012,DTW-K1-001-DPGP006,1,
251,B_Gene94,DTW-K1-001-DPGP001,DTW-K1-001-DPGP009,DTW-K1-001-DPGP009,2,DTW-K1-001-DPGP009
252,A_Gene491,DTW-K1-001-DPGP002,DTW-K1-001-DPGP014,DTW-K1-001-DPGP010,1,
253,B_Gene163,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
254,A_Gene466,DTW-K1-001-DPGP004,DTW-K1-001-DPGP017,DTW-K1-001-DPGP012,1,
255,B_Gene477,DTW-K1-001-DPGP006,DTW-K1-001-DPGP005,DTW-K1-001-DPGP007,1,
256,A_Gene465,DTW-K1-001-DPGP008,DTW-K1-001-DPGP018,DTW-K1-001-DPGP014,1,
257,A_Gene277,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP006
258,B_Gene184,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
259,B_Gene296,DTW-K1-001-DPGP002,DTW-K1-001-DPGP006,DTW-K1-001-DPGP013,1,
260,A_Gene481,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
261,B_Gene366,DTW-K1-001-DPGP007,DTW-K1-001-DPGP001,DTW-K1-001-DPGP003,1,
262,B_Gene195,DTW-K1-001-DPGP012,DTW-K1-001-DPGP012,DTW-K1-001-DPGP016,2,DTW-K1-001-DPGP012
263,B_Gene214,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
264,B_Gene361,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP016,2,DTW-K1-001-DPGP014
265,B_Gene268,DTW-K1-001-DPGP009,DTW-K1-001-DPGP015,DTW-K1-001-DPGP010,1,
266,B_Gene129,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP014
267,B_Gene370,DTW-K1-001-DPGP018,DTW-K1-001-DPGP017,DTW-K1-001-DPGP011,1,
268,A_Gene18,DTW-K1-001-DPGP002,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
269,B_Gene322,DTW-K1-001-DPGP009,DTW-K1-001-DPGP005,DTW-K1-001-DPGP009,2,DTW-K1-001-DPGP009
270,A_Gene139,DTW-K1-001-DPGP010,DTW-K1-001-DPGP010,DTW-K1-001-DPGP015,2,DTW-K1-001-DPGP010
271,B_Gene274,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
272,B_Gene216,DTW-K1-001-DPGP002,DTW-K1-001-DPGP005,DTW-K1-001-DPGP004,1,
273,B_Gene386,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP016,2,DTW-K1-001-DPGP001
274,B_Gene459,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP018,2,DTW-K1-001-DPGP001
275,A_Gene218,DTW-K1-001-DPGP009,DTW-K1-001-DPGP012,DTW-K1-001-DPGP013,1,
276,A_Gene297,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
277,B_Gene431,DTW-K1-001-DPGP008,DTW-K1-001-DPGP016,DTW-K1-001-DPGP004,1,
278,B_Gene120,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,DTW-K1-001-DPGP013,1,
279,B_Gene247,DTW-K1-001-DPGP019,DTW-K1-001-DPGP014,DTW-K1-001-DPGP016,1,
280,A_Gene38,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP019,2,DTW-K1-001-DPGP006
281,B_Gene271,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
282,B_Gene194,DTW-K1-001-DPGP009,DTW-K1-001-DPGP019,DTW-K1-001-DPGP006,1,
283,A_Gene292,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP014
284,A_Gene86,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,DTW-K1-001-DPGP012,1,
285,A_Gene84,DTW-K1-001-DPGP007,DTW-K1-001-DPGP001,DTW-K1-001-DPGP002,1,
286,A_Gene370,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,DTW-K1-001-DPGP012,1,
287,A_Gene260,DTW-K1-001-DPGP006,DTW-K1-001-DPGP007,DTW-K1-001-DPGP007,2,DTW-K1-001-DPGP007
288,A_Gene267,DTW-K1-001-DPGP015,DTW-K1-001-DPGP011,DTW-K1-001-DPGP016,1,
289,B_Gene258,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,1,
290,B_Gene97,DTW-K1-001-DPGP006,DTW-K1-001-DPGP018,DTW-K1-001-DPGP005,1,
291,B_Gene399,DTW-K1-001-DPGP017,DTW-K1-001-DPGP005,DTW-K1-001-DPGP020,1,
292,B_Gene334,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP008,2,DTW-K1-001-DPGP006
293,B_Gene312,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
294,A_Gene45,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,DTW-K1-001-DPGP010,2,DTW-K1-001-DPGP010
295,B_Gene115,DTW-K1-001-DPGP013,DTW-K1-001-DPGP006,DTW-K1-001-DPGP016,1,
296,A_Gene101,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
297,A_Gene248,DTW-K1-001-DPGP003,DTW-K1-001-DPGP006,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP003
298,A_Gene378,DTW-K1-001-DPGP011,DTW-K1-001-DPGP004,DTW-K1-001-DPGP007,1,
299,B_Gene456,DTW-K1-001-DPGP019,DTW-K1-001-DPGP011,DTW-K1-001-DPGP004,1,
300,A_Gene124,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP001
301,B_Gene121,DTW-K1-001-DPGP004,DTW-K1-001-DPGP011,DTW-K1-001-DPGP006,1,
302,B_Gene186,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
303,A_Gene459,DTW-K1-001-DPGP001,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,1,
304,B_Gene309,DTW-K1-001-DPGP002,DTW-K1-001-DPGP016,DTW-K1-001-DPGP019,1,
305,B_Gene428,DTW-K1-001-DPGP012,DTW-K1-001-DPGP013,DTW-K1-001-DPGP014,1,
306,B_Gene402,DTW-K1-001-DPGP018,DTW-K1-001-DPGP016,DTW-K1-001-DPGP013,1,
307,B_Gene148,DTW-K1-001-DPGP005,DTW-K1-001-DPGP013,DTW-K1-001-DPGP008,1,
308,A_Gene158,DTW-K1-001-DPGP004,DTW-K1-001-DPGP010,DTW-K1-001-DPGP006,1,
309,B_Gene482,DTW-K1-001-DPGP005,DTW-K1-001-DPGP004,DTW-K1-001-DPGP018,1,
310,B_Gene496,DTW-K1-001-DPGP016,DTW-K1-001-DPGP008,DTW-K1-001-DPGP008,2,DTW-K1-001-DPGP008
311,B_Gene332,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,DTW-K1-001-DPGP014,1,
312,A_Gene496,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,DTW-K1-001-DPGP003,1,
313,A_Gene327,DTW-K1-001-DPGP002,DTW-K1-001-DPGP002,DTW-K1-001-DPGP008,2,DTW-K1-001-DPGP002
314,B_Gene61,DTW-K1-001-DPGP005,DTW-K1-001-DPGP018,DTW-K1-001-DPGP011,1,
315,B_Gene475,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP001
316,B_Gene35,DTW-K1-001-DPGP006,DTW-K1-001-DPGP011,DTW-K1-001-DPGP001,1,
317,A_Gene374,DTW-K1-001-DPGP019,DTW-K1-001-DPGP004,DTW-K1-001-DPGP003,1,
318,A_Gene183,DTW-K1-001-DPGP016,DTW-K1-001-DPGP016,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP016
319,A_Gene431,DTW-K1-001-DPGP008,DTW-K1-001-DPGP011,DTW-K1-001-DPGP003,1,
320,B_Gene169,DTW-K1-001-DPGP004,DTW-K1-001-DPGP011,DTW-K1-001-DPGP009,1,
321,B_Gene220,DTW-K1-001-DPGP014,DTW-K1-001-DPGP007,DTW-K1-001-DPGP007,2,DTW-K1-001-DPGP007
322,B_Gene440,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
323,A_Gene352,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
324,B_Gene396,DTW-K1-001-DPGP007,DTW-K1-001-DPGP019,DTW-K1-001-DPGP006,1,
325,A_Gene142,DTW-K1-001-DPGP019,DTW-K1-001-DPGP010,DTW-K1-001-DPGP003,1,
326,A_Gene451,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,1,
327,A_Gene100,DTW-K1-001-DPGP009,DTW-K1-001-DPGP005,DTW-K1-001-DPGP015,1,
328,A_Gene321,DTW-K1-001-DPGP015,DTW-K1-001-DPGP009,DTW-K1-001-DPGP004,1,
329,A_Gene144,DTW-K1-001-DPGP012,DTW-K1-001-DPGP012,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP012
330,B_Gene422,DTW-K1-001-DPGP019,DTW-K1-001-DPGP006,DTW-K1-001-DPGP011,1,
331,B_Gene198,DTW-K1-001-DPGP020,DTW-K1-001-DPGP008,DTW-K1-001-DPGP005,1,
332,A_Gene308,DTW-K1-001-DPGP016,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,1,
333,B_Gene251,DTW-K1-001-DPGP005,DTW-K1-001-DPGP006,DTW-K1-001-DPGP016,1,
334,B_Gene491,DTW-K1-001-DPGP010,DTW-K1-001-DPGP019,DTW-K1-001-DPGP009,1,
335,B_Gene149,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
336,B_Gene472,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
337,B_Gene486,DTW-K1-001-DPGP016,DTW-K1-001-DPGP008,DTW-K1-001-DPGP006,1,
338,A_Gene386,DTW-K1-001-DPGP019,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,1,
339,B_Gene168,DTW-K1-001-DPGP007,DTW-K1-001-DPGP016,DTW-K1-001-DPGP001,1,
340,A_Gene226,DTW-K1-001-DPGP015,DTW-K1-001-DPGP019,DTW-K1-001-DPGP005,1,
341,B_Gene404,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP002,2,DTW-K1-001-DPGP001
342,A_Gene358,DTW-K1-001-DPGP016,DTW-K1-001-DPGP015,DTW-K1-001-DPGP013,1,
343,B_Gene330,DTW-K1-001-DPGP003,DTW-K1-001-DPGP016,DTW-K1-001-DPGP006,1,
344,A_Gene232,DTW-K1-001-DPGP016,DTW-K1-001-DPGP011,DTW-K1-001-DPGP006,1,
345,A_Gene195,DTW-K1-001-DPGP005,DTW-K1-001-DPGP007,DTW-K1-001-DPGP006,1,
346,A_Gene290,DTW-K1-001-DPGP006,DTW-K1-001-DPGP013,DTW-K1-001-DPGP010,1,
347,B_Gene287,DTW-K1-001-DPGP012,DTW-K1-001-DPGP002,DTW-K1-001-DPGP006,1,
348,A_Gene233,DTW-K1-001-DPGP002,DTW-K1-001-DPGP006,DTW-K1-001-DPGP007,1,
349,A_Gene44,DTW-K1-001-DPGP005,DTW-K1-001-DPGP013,DTW-K1-001-DPGP015,1,
350,B_Gene147,DTW-K1-001-DPGP018,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP014
351,B_Gene241,DTW-K1-001-DPGP010,DTW-K1-001-DPGP017,DTW-K1-001-DPGP001,1,
352,A_Gene243,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP004
353,A_Gene24,DTW-K1-001-DPGP006,DTW-K1-001-DPGP019,DTW-K1-001-DPGP004,1,
354,B_Gene473,DTW-K1-001-DPGP012,DTW-K1-001-DPGP016,DTW-K1-001-DPGP020,1,
355,B_Gene215,DTW-K1-001-DPGP009,DTW-K1-001-DPGP004,DTW-K1-001-DPGP016,1,
356,B_Gene344,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP020,2,DTW-K1-001-DPGP001
357,A_Gene402,DTW-K1-001-DPGP012,DTW-K1-001-DPGP016,DTW-K1-001-DPGP016,2,DTW-K1-001-DPGP016
358,B_Gene418,DTW-K1-001-DPGP007,DTW-K1-001-DPGP015,DTW-K1-001-DPGP015,2,DTW-K1-001-DPGP015
359,A_Gene438,DTW-K1-001-DPGP018,DTW-K1-001-DPGP015,DTW-K1-001-DPGP004,1,
360,A_Gene192,DTW-K1-001-DPGP006,DTW-K1-001-DPGP008,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
361,A_Gene265,DTW-K1-001-DPGP004,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,1,
362,A_Gene262,DTW-K1-001-DPGP003,DTW-K1-001-DPGP012,DTW-K1-001-DPGP008,1,
363,B_Gene57,DTW-K1-001-DPGP018,DTW-K1-001-DPGP006,DTW-K1-001-DPGP016,1,
364,A_Gene35,DTW-K1-001-DPGP017,DTW-K1-001-DPGP008,DTW-K1-001-DPGP003,1,
365,B_Gene466,DTW-K1-001-DPGP010,DTW-K1-001-DPGP011,DTW-K1-001-DPGP010,2,DTW-K1-001-DPGP010
366,A_Gene312,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
367,B_Gene311,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
368,B_Gene24,DTW-K1-001-DPGP003,DTW-K1-001-DPGP013,DTW-K1-001-DPGP010,1,
369,B_Gene47,DTW-K1-001-DPGP006,DTW-K1-001-DPGP018,DTW-K1-001-DPGP020,1,
370,A_Gene294,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,3,DTW-K1-001-DPGP014
371,B_Gene19,DTW-K1-001-DPGP001,DTW-K1-001-DPGP015,DTW-K1-001-DPGP004,1,
372,A_Gene284,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP002,2,DTW-K1-001-DPGP006
373,B_Gene385,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP016,2,DTW-K1-001-DPGP001
374,B_Gene117,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,DTW-K1-001-DPGP007,1,
375,A_Gene482,DTW-K1-001-DPGP006,DTW-K1-001-DPGP008,DTW-K1-001-DPGP008,2,DTW-K1-001-DPGP008
376,A_Gene354,DTW-K1-001-DPGP004,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP004
377,A_Gene477,DTW-K1-001-DPGP012,DTW-K1-001-DPGP012,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP012
378,A_Gene423,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
379,B_Gene461,DTW-K1-001-DPGP008,DTW-K1-001-DPGP006,DTW-K1-001-DPGP011,1,
380,A_Gene498,DTW-K1-001-DPGP001,DTW-K1-001-DPGP016,DTW-K1-001-DPGP004,1,
381,A_Gene417,DTW-K1-001-DPGP020,DTW-K1-001-DPGP009,DTW-K1-001-DPGP008,1,
382,B_Gene437,DTW-K1-001-DPGP017,DTW-K1-001-DPGP011,DTW-K1-001-DPGP019,1,
383,B_Gene73,DTW-K1-001-DPGP007,DTW-K1-001-DPGP016,DTW-K1-001-DPGP001,1,
384,B_Gene308,DTW-K1-001-DPGP015,DTW-K1-001-DPGP017,DTW-K1-001-DPGP014,1,
385,B_Gene290,DTW-K1-001-DPGP015,DTW-K1-001-DPGP011,DTW-K1-001-DPGP015,2,DTW-K1-001-DPGP015
386,A_Gene288,DTW-K1-001-DPGP020,DTW-K1-001-DPGP001,DTW-K1-001-DPGP019,1,
387,A_Gene203,DTW-K1-001-DPGP005,DTW-K1-001-DPGP001,DTW-K1-001-DPGP018,1,
388,A_Gene79,DTW-K1-001-DPGP019,DTW-K1-001-DPGP010,DTW-K1-001-DPGP005,1,
389,A_Gene78,DTW-K1-001-DPGP006,DTW-K1-001-DPGP019,DTW-K1-001-DPGP001,1,
390,B_Gene144,DTW-K1-001-DPGP013,DTW-K1-001-DPGP007,DTW-K1-001-DPGP008,1,
391,B_Gene158,DTW-K1-001-DPGP010,DTW-K1-001-DPGP011,DTW-K1-001-DPGP018,1,
392,B_Gene100,DTW-K1-001-DPGP015,DTW-K1-001-DPGP005,DTW-K1-001-DPGP009,1,
393,B_Gene62,DTW-K1-001-DPGP014,DTW-K1-001-DPGP011,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP014
394,A_Gene180,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
395,B_Gene185,DTW-K1-001-DPGP010,DTW-K1-001-DPGP007,DTW-K1-001-DPGP010,2,DTW-K1-001-DPGP010
396,B_Gene245,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
397,B_Gene423,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
398,B_Gene219,DTW-K1-001-DPGP012,DTW-K1-001-DPGP012,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP012
399,A_Gene285,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,DTW-K1-001-DPGP004,1,
400,B_Gene124,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP001
401,B_Gene338,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP014
402,A_Gene234,DTW-K1-001-DPGP007,DTW-K1-001-DPGP007,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP007
403,B_Gene84,DTW-K1-001-DPGP002,DTW-K1-001-DPGP007,DTW-K1-001-DPGP013,1,
404,A_Gene419,DTW-K1-001-DPGP017,DTW-K1-001-DPGP016,DTW-K1-001-DPGP001,1,
405,A_Gene115,DTW-K1-001-DPGP014,DTW-K1-001-DPGP013,DTW-K1-001-DPGP011,1,
406,A_Gene322,DTW-K1-001-DPGP004,DTW-K1-001-DPGP011,DTW-K1-001-DPGP018,1,
407,B_Gene442,DTW-K1-001-DPGP005,DTW-K1-001-DPGP008,DTW-K1-001-DPGP009,1,
408,A_Gene21,DTW-K1-001-DPGP006,DTW-K1-001-DPGP001,DTW-K1-001-DPGP019,1,
409,B_Gene25,DTW-K1-001-DPGP005,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,2,DTW-K1-001-DPGP005
410,B_Gene145,DTW-K1-001-DPGP006,DTW-K1-001-DPGP011,DTW-K1-001-DPGP015,1,
411,B_Gene105,DTW-K1-001-DPGP001,DTW-K1-001-DPGP015,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
412,B_Gene126,DTW-K1-001-DPGP003,DTW-K1-001-DPGP001,DTW-K1-001-DPGP005,1,
413,A_Gene280,DTW-K1-001-DPGP006,DTW-K1-001-DPGP004,DTW-K1-001-DPGP019,1,
414,A_Gene77,DTW-K1-001-DPGP019,DTW-K1-001-DPGP012,DTW-K1-001-DPGP011,1,
415,A_Gene281,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP008,2,DTW-K1-001-DPGP006
416,A_Gene25,DTW-K1-001-DPGP004,DTW-K1-001-DPGP017,DTW-K1-001-DPGP006,1,
417,A_Gene399,DTW-K1-001-DPGP006,DTW-K1-001-DPGP002,DTW-K1-001-DPGP010,1,
418,A_Gene296,DTW-K1-001-DPGP013,DTW-K1-001-DPGP005,DTW-K1-001-DPGP012,1,
419,A_Gene376,DTW-K1-001-DPGP016,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP016
420,A_Gene236,DTW-K1-001-DPGP015,DTW-K1-001-DPGP004,DTW-K1-001-DPGP019,1,
421,B_Gene10,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
422,B_Gene171,DTW-K1-001-DPGP004,DTW-K1-001-DPGP016,DTW-K1-001-DPGP018,1,
423,B_Gene127,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP013,2,DTW-K1-001-DPGP014
424,A_Gene119,DTW-K1-001-DPGP001,DTW-K1-001-DPGP015,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
425,B_Gene45,DTW-K1-001-DPGP019,DTW-K1-001-DPGP010,DTW-K1-001-DPGP018,1,
426,B_Gene340,DTW-K1-001-DPGP018,DTW-K1-001-DPGP012,DTW-K1-001-DPGP014,1,
427,B_Gene325,DTW-K1-001-DPGP017,DTW-K1-001-DPGP004,DTW-K1-001-DPGP015,1,
428,A_Gene219,DTW-K1-001-DPGP016,DTW-K1-001-DPGP013,DTW-K1-001-DPGP019,1,
429,A_Gene176,DTW-K1-001-DPGP003,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
430,A_Gene385,DTW-K1-001-DPGP002,DTW-K1-001-DPGP001,DTW-K1-001-DPGP019,1,
431,B_Gene458,DTW-K1-001-DPGP009,DTW-K1-001-DPGP002,DTW-K1-001-DPGP016,1,
432,B_Gene376,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,3,DTW-K1-001-DPGP014
433,B_Gene377,DTW-K1-001-DPGP006,DTW-K1-001-DPGP019,DTW-K1-001-DPGP016,1,
434,A_Gene286,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
435,B_Gene228,DTW-K1-001-DPGP019,DTW-K1-001-DPGP011,DTW-K1-001-DPGP015,1,
436,B_Gene42,DTW-K1-001-DPGP018,DTW-K1-001-DPGP001,DTW-K1-001-DPGP006,1,
437,B_Gene36,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP013,1,
438,B_Gene276,DTW-K1-001-DPGP010,DTW-K1-001-DPGP003,DTW-K1-001-DPGP009,1,
439,A_Gene330,DTW-K1-001-DPGP014,DTW-K1-001-DPGP006,DTW-K1-001-DPGP017,1,
440,A_Gene148,DTW-K1-001-DPGP010,DTW-K1-001-DPGP008,DTW-K1-001-DPGP003,1,
441,A_Gene410,DTW-K1-001-DPGP017,DTW-K1-001-DPGP015,DTW-K1-001-DPGP009,1,
442,A_Gene97,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,1,
443,B_Gene154,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
444,A_Gene400,DTW-K1-001-DPGP007,DTW-K1-001-DPGP003,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP003
